id,speakers,summary,tokens,tags
1233,TL,TL : das heißt du bist da rechts abgebogen in den Raum rein richtig? UGV-1 : und da bin ich gerade am Anfangen. TL : ja - Auftrag war sich mit dem Angriffstrupp zu treffen zunächst.,du hattest mich gerufen?,3
1234,UAV,UGV-1 : und da bin ich gerade am Anfangen. TL : ja - Auftrag war sich mit dem Angriffstrupp zu treffen zunächst. TL : ja dann möchte ich dort eine Meldung haben.,ja,7
1235,UAV,UGV-1 : und da bin ich gerade am Anfangen. TL : ja - Auftrag war sich mit dem Angriffstrupp zu treffen zunächst. TL : ja dann möchte ich dort eine Meldung haben.,wir haben einmal den Akku gewechselt bis jetzt noch kein Rauch festzustellen aber wir haben eine Person gefunden,2
1236,UAV,TL : ja - Auftrag war sich mit dem Angriffstrupp zu treffen zunächst. UGV-1 : ja Angriffstrupp war nicht vor Ort. TL : ja dann möchte ich dort eine Meldung haben.,ich schick dir jetzt das Foto,2
1237,TL,UGV-1 : ja Angriffstrupp war nicht vor Ort. TL : ja dann möchte ich dort eine Meldung haben. UAV : wir haben einmal den Akku gewechselt bis jetzt noch kein Rauch festzustellen aber wir haben eine Person gefunden.,ja,7
1238,TL,TL : ja dann möchte ich dort eine Meldung haben. UAV : wir haben einmal den Akku gewechselt bis jetzt noch kein Rauch festzustellen aber wir haben eine Person gefunden.,Könnten -,6
1239,TL,UAV : wir haben einmal den Akku gewechselt bis jetzt noch kein Rauch festzustellen aber wir haben eine Person gefunden.,darauf kann ich sehen wo der Standort ist?,3
1240,UAV,UAV : wir haben einmal den Akku gewechselt bis jetzt noch kein Rauch festzustellen aber wir haben eine Person gefunden. TL : Könnten - TL : darauf kann ich sehen wo der Standort ist?,müsste zu erkennen sein,7
1241,UAV,UAV : wir haben einmal den Akku gewechselt bis jetzt noch kein Rauch festzustellen aber wir haben eine Person gefunden. TL : Könnten - TL : darauf kann ich sehen wo der Standort ist?,ja verstanden,2
1242,UGV-1,UAV : wir haben einmal den Akku gewechselt bis jetzt noch kein Rauch festzustellen aber wir haben eine Person gefunden. TL : Könnten - TL : darauf kann ich sehen wo der Standort ist?,der Teamleadaer von Operator 1 kommen,4
1243,TL,UAV : wir haben einmal den Akku gewechselt bis jetzt noch kein Rauch festzustellen aber wir haben eine Person gefunden. TL : Könnten - TL : darauf kann ich sehen wo der Standort ist? UGV-1 : der Teamleadaer von Operator 1 kommen.,ich höre,5
1244,UGV-1,UAV : wir haben einmal den Akku gewechselt bis jetzt noch kein Rauch festzustellen aber wir haben eine Person gefunden. TL : Könnten - TL : darauf kann ich sehen wo der Standort ist? UGV-1 : der Teamleadaer von Operator 1 kommen.,also - ich bin jetzt oben im ersten Raum auch hier ist der Angriffstrupp nicht vorzufinden,2
1245,UGV-1,UAV : wir haben einmal den Akku gewechselt bis jetzt noch kein Rauch festzustellen aber wir haben eine Person gefunden. TL : Könnten - TL : darauf kann ich sehen wo der Standort ist? UGV-1 : also - ich bin jetzt oben im ersten Raum auch hier ist der Angriffstrupp nicht vorzufinden.,Frage: Raum weiter erkunden?,3
1246,TL,TL : Könnten - TL : darauf kann ich sehen wo der Standort ist? UGV-1 : der Teamleadaer von Operator 1 kommen. UGV-1 : also - ich bin jetzt oben im ersten Raum auch hier ist der Angriffstrupp nicht vorzufinden.,ja richtig,7
1247,TL,TL : Könnten - TL : darauf kann ich sehen wo der Standort ist? UGV-1 : der Teamleadaer von Operator 1 kommen. UGV-1 : also - ich bin jetzt oben im ersten Raum auch hier ist der Angriffstrupp nicht vorzufinden.,der Angriffstrupp musste raus,2
1248,TL,TL : Könnten - TL : darauf kann ich sehen wo der Standort ist? UGV-1 : der Teamleadaer von Operator 1 kommen. UGV-1 : also - ich bin jetzt oben im ersten Raum auch hier ist der Angriffstrupp nicht vorzufinden.,der hatt' keine Luft mehr den Raum weiter erkunden,2
1249,UGV-1,TL : darauf kann ich sehen wo der Standort ist? UGV-1 : der Teamleadaer von Operator 1 kommen. TL : der hatt' keine Luft mehr den Raum weiter erkunden.,ja ist verstanden,2
1250,TL,UGV-1 : der Teamleadaer von Operator 1 kommen. UGV-1 : also - ich bin jetzt oben im ersten Raum auch hier ist der Angriffstrupp nicht vorzufinden. TL : der hatt' keine Luft mehr den Raum weiter erkunden.,Lena für Benno,4
1251,UAV,UGV-1 : der Teamleadaer von Operator 1 kommen. UGV-1 : also - ich bin jetzt oben im ersten Raum auch hier ist der Angriffstrupp nicht vorzufinden. TL : der hatt' keine Luft mehr den Raum weiter erkunden.,Lena hört,5
1252,TL,UGV-1 : der Teamleadaer von Operator 1 kommen. UGV-1 : also - ich bin jetzt oben im ersten Raum auch hier ist der Angriffstrupp nicht vorzufinden. TL : der hatt' keine Luft mehr den Raum weiter erkunden.,Lena jetzt sag mir mal genau den Standort dieser Person,3
1253,UAV,UGV-1 : also - ich bin jetzt oben im ersten Raum auch hier ist der Angriffstrupp nicht vorzufinden. TL : der hatt' keine Luft mehr den Raum weiter erkunden. TL : Lena jetzt sag mir mal genau den Standort dieser Person.,ich schick dir eben noch zwei andere Fotos da müsstest du es besser erkennen,2
1254,UAV,UGV-1 : also - ich bin jetzt oben im ersten Raum auch hier ist der Angriffstrupp nicht vorzufinden. TL : der hatt' keine Luft mehr den Raum weiter erkunden. UAV : ich schick dir eben noch zwei andere Fotos da müsstest du es besser erkennen.,das ist könnte aber eventuell eine andere Person sein,2
1255,TL,TL : der hatt' keine Luft mehr den Raum weiter erkunden. UAV : ich schick dir eben noch zwei andere Fotos da müsstest du es besser erkennen. UAV : das ist könnte aber eventuell eine andere Person sein.,ja habe verstanden,2
1256,UAV,TL : der hatt' keine Luft mehr den Raum weiter erkunden. UAV : ich schick dir eben noch zwei andere Fotos da müsstest du es besser erkennen. UAV : das ist könnte aber eventuell eine andere Person sein.,Benno für Lena,4
1257,TL,TL : der hatt' keine Luft mehr den Raum weiter erkunden. UAV : ich schick dir eben noch zwei andere Fotos da müsstest du es besser erkennen. UAV : das ist könnte aber eventuell eine andere Person sein.,ich höre,5
1258,UAV,TL : der hatt' keine Luft mehr den Raum weiter erkunden. UAV : ich schick dir eben noch zwei andere Fotos da müsstest du es besser erkennen. UAV : das ist könnte aber eventuell eine andere Person sein.,ich habe jetzt bei der zweiten Person auch eventuell Rauch gefunden,2
1259,TL,TL : Lena jetzt sag mir mal genau den Standort dieser Person. UAV : ich schick dir eben noch zwei andere Fotos da müsstest du es besser erkennen. UAV : ich habe jetzt bei der zweiten Person auch eventuell Rauch gefunden.,du hast mir jetzt ein weiteres Foto geschickt ist das richtig?,3
1260,UAV,TL : Lena jetzt sag mir mal genau den Standort dieser Person. UAV : ich schick dir eben noch zwei andere Fotos da müsstest du es besser erkennen. UAV : ich habe jetzt bei der zweiten Person auch eventuell Rauch gefunden.,ich habe drei geschickt,7
1261,UAV,TL : Lena jetzt sag mir mal genau den Standort dieser Person. UAV : ich schick dir eben noch zwei andere Fotos da müsstest du es besser erkennen. UAV : ich habe jetzt bei der zweiten Person auch eventuell Rauch gefunden.,Benno für Lena,4
1262,TL,TL : Lena jetzt sag mir mal genau den Standort dieser Person. UAV : ich schick dir eben noch zwei andere Fotos da müsstest du es besser erkennen. UAV : ich habe jetzt bei der zweiten Person auch eventuell Rauch gefunden.,Operator 2 für Teamleader kommen,4
1263,UGV-2,UAV : ich schick dir eben noch zwei andere Fotos da müsstest du es besser erkennen. UAV : das ist könnte aber eventuell eine andere Person sein. TL : du hast mir jetzt ein weiteres Foto geschickt ist das richtig?,Operator 2 hört,5
1264,TL,UAV : das ist könnte aber eventuell eine andere Person sein. UAV : ich habe jetzt bei der zweiten Person auch eventuell Rauch gefunden. TL : du hast mir jetzt ein weiteres Foto geschickt ist das richtig?,folgenden Auftrag: den gleichen Weg nehmen wie Operator 1,1
1265,TL,UAV : ich habe jetzt bei der zweiten Person auch eventuell Rauch gefunden. TL : du hast mir jetzt ein weiteres Foto geschickt ist das richtig? TL : folgenden Auftrag: den gleichen Weg nehmen wie Operator 1.,Auftrag ist: Erkundung nach weiteren Zugangsmöglichkeiten nach Verletzten,1
1266,TL,UAV : ich habe jetzt bei der zweiten Person auch eventuell Rauch gefunden. TL : du hast mir jetzt ein weiteres Foto geschickt ist das richtig? TL : Auftrag ist: Erkundung nach weiteren Zugangsmöglichkeiten nach Verletzten.,schau auch mal wie weit die Rauchentwicklung da ausgedehnt ist,1
1267,UGV-2,UAV : ich habe jetzt bei der zweiten Person auch eventuell Rauch gefunden. TL : Auftrag ist: Erkundung nach weiteren Zugangsmöglichkeiten nach Verletzten. TL : schau auch mal wie weit die Rauchentwicklung da ausgedehnt ist.,ja ist soweit verstanden,7
1268,UGV-1,UAV : ich habe jetzt bei der zweiten Person auch eventuell Rauch gefunden. TL : Auftrag ist: Erkundung nach weiteren Zugangsmöglichkeiten nach Verletzten. TL : schau auch mal wie weit die Rauchentwicklung da ausgedehnt ist.,der Teamleader von Operator 1,4
1269,TL,TL : du hast mir jetzt ein weiteres Foto geschickt ist das richtig? TL : folgenden Auftrag: den gleichen Weg nehmen wie Operator 1. TL : schau auch mal wie weit die Rauchentwicklung da ausgedehnt ist.,ich höre,5
1270,UGV-1,TL : folgenden Auftrag: den gleichen Weg nehmen wie Operator 1. TL : Auftrag ist: Erkundung nach weiteren Zugangsmöglichkeiten nach Verletzten. TL : schau auch mal wie weit die Rauchentwicklung da ausgedehnt ist.,im ersten großen Raum eine Person gefunden,2
1271,TL,TL : folgenden Auftrag: den gleichen Weg nehmen wie Operator 1. TL : Auftrag ist: Erkundung nach weiteren Zugangsmöglichkeiten nach Verletzten. TL : schau auch mal wie weit die Rauchentwicklung da ausgedehnt ist.,prima,2
1272,TL,TL : folgenden Auftrag: den gleichen Weg nehmen wie Operator 1. TL : Auftrag ist: Erkundung nach weiteren Zugangsmöglichkeiten nach Verletzten. TL : schau auch mal wie weit die Rauchentwicklung da ausgedehnt ist.,ich schick dir den Angriffstrupp,2
1273,TL,TL : folgenden Auftrag: den gleichen Weg nehmen wie Operator 1. TL : Auftrag ist: Erkundung nach weiteren Zugangsmöglichkeiten nach Verletzten. TL : schau auch mal wie weit die Rauchentwicklung da ausgedehnt ist.,Operator 1 der Angriffstrupp ist unterwegs,2
1274,TL,TL : folgenden Auftrag: den gleichen Weg nehmen wie Operator 1. TL : Auftrag ist: Erkundung nach weiteren Zugangsmöglichkeiten nach Verletzten. TL : schau auch mal wie weit die Rauchentwicklung da ausgedehnt ist.,rechte Treppe hoch rechts in den Raum rein korrekt?,3
1275,UGV-1,TL : Auftrag ist: Erkundung nach weiteren Zugangsmöglichkeiten nach Verletzten. TL : schau auch mal wie weit die Rauchentwicklung da ausgedehnt ist. UGV-1 : im ersten großen Raum eine Person gefunden.,ja richtig so,7
1276,TL,TL : schau auch mal wie weit die Rauchentwicklung da ausgedehnt ist. UGV-1 : im ersten großen Raum eine Person gefunden. TL : rechte Treppe hoch rechts in den Raum rein korrekt?,verstanden,2
1277,UAV,UGV-1 : im ersten großen Raum eine Person gefunden. TL : Operator 1 der Angriffstrupp ist unterwegs. TL : rechte Treppe hoch rechts in den Raum rein korrekt?,Benno für Lena,4
1278,TL,UGV-1 : im ersten großen Raum eine Person gefunden. TL : Operator 1 der Angriffstrupp ist unterwegs. TL : rechte Treppe hoch rechts in den Raum rein korrekt?,höre,5
1279,UAV,UGV-1 : im ersten großen Raum eine Person gefunden. TL : Operator 1 der Angriffstrupp ist unterwegs. TL : rechte Treppe hoch rechts in den Raum rein korrekt?,ich habe Rauch gefunden und weitere Personen,2
1280,UAV,UGV-1 : im ersten großen Raum eine Person gefunden. TL : Operator 1 der Angriffstrupp ist unterwegs. TL : rechte Treppe hoch rechts in den Raum rein korrekt?,schi-,6
1281,UAV,TL : Operator 1 der Angriffstrupp ist unterwegs. TL : rechte Treppe hoch rechts in den Raum rein korrekt? UAV : ich habe Rauch gefunden und weitere Personen.,ich versuch dir nochmal die Bilder zu schicken,2
1282,TL,TL : Operator 1 der Angriffstrupp ist unterwegs. TL : rechte Treppe hoch rechts in den Raum rein korrekt? UAV : ich habe Rauch gefunden und weitere Personen.,ja verstanden,2
1283,TL,TL : Operator 1 der Angriffstrupp ist unterwegs. TL : rechte Treppe hoch rechts in den Raum rein korrekt? UAV : ich habe Rauch gefunden und weitere Personen.,bin - ich – k-,6
1284,TL,TL : rechte Treppe hoch rechts in den Raum rein korrekt? UAV : ich habe Rauch gefunden und weitere Personen. UAV : schi- UAV : ich versuch dir nochmal die Bilder zu schicken.,kann da noch nichts lokalisieren auch anhand der großen Karte wo genau diese Personen sich befinden,2
1285,UAV,UAV : ich habe Rauch gefunden und weitere Personen. UAV : schi- UAV : ich versuch dir nochmal die Bilder zu schicken. TL : bin - ich – k- TL : kann da noch nichts lokalisieren auch anhand der großen Karte wo genau diese Personen sich befinden.,ja das habe ich verstanden,2
1286,TL,UAV : ich habe Rauch gefunden und weitere Personen. UAV : schi- UAV : ich versuch dir nochmal die Bilder zu schicken. TL : bin - ich – k- TL : kann da noch nichts lokalisieren auch anhand der großen Karte wo genau diese Personen sich befinden.,Operator 1 für Teamleader kommen,4
1287,UGV-1,UAV : ich habe Rauch gefunden und weitere Personen. UAV : schi- UAV : ich versuch dir nochmal die Bilder zu schicken. TL : bin - ich – k- TL : kann da noch nichts lokalisieren auch anhand der großen Karte wo genau diese Personen sich befinden.,ja ich höre dich,5
1288,TL,UAV : ich habe Rauch gefunden und weitere Personen. UAV : schi- UAV : ich versuch dir nochmal die Bilder zu schicken. TL : bin - ich – k- TL : kann da noch nichts lokalisieren auch anhand der großen Karte wo genau diese Personen sich befinden.,hast du von der Person ein Foto gemacht und mir geschickt?,3
1289,TL,UAV : ich habe Rauch gefunden und weitere Personen. UAV : schi- UAV : ich versuch dir nochmal die Bilder zu schicken. TL : bin - ich – k- TL : kann da noch nichts lokalisieren auch anhand der großen Karte wo genau diese Personen sich befinden.,Fo-,6
1290,UGV-1,UAV : schi- UAV : ich versuch dir nochmal die Bilder zu schicken. TL : bin - ich – k- TL : kann da noch nichts lokalisieren auch anhand der großen Karte wo genau diese Personen sich befinden. TL : hast du von der Person ein Foto gemacht und mir geschickt?,ja Foto gemacht habe ich,7
1291,UGV-1,UAV : ich versuch dir nochmal die Bilder zu schicken. TL : bin - ich – k- TL : kann da noch nichts lokalisieren auch anhand der großen Karte wo genau diese Personen sich befinden. TL : Fo- UGV-1 : ja Foto gemacht habe ich.,ich weiß bloß nicht ob es angekommen ist,2
1292,TL,TL : bin - ich – k- TL : kann da noch nichts lokalisieren auch anhand der großen Karte wo genau diese Personen sich befinden. TL : hast du von der Person ein Foto gemacht und mir geschickt? TL : Fo- UGV-1 : ja Foto gemacht habe ich.,ist das der Mensch der da an einem Pfeiler hockt?,3
1293,UGV-1,TL : bin - ich – k- TL : kann da noch nichts lokalisieren auch anhand der großen Karte wo genau diese Personen sich befinden. TL : hast du von der Person ein Foto gemacht und mir geschickt? UGV-1 : ich weiß bloß nicht ob es angekommen ist.,ganz genau,7
1294,TL,TL : kann da noch nichts lokalisieren auch anhand der großen Karte wo genau diese Personen sich befinden. TL : hast du von der Person ein Foto gemacht und mir geschickt? UGV-1 : ich weiß bloß nicht ob es angekommen ist.,phantastisch,2
1295,UAV,TL : hast du von der Person ein Foto gemacht und mir geschickt? TL : Fo- UGV-1 : ja Foto gemacht habe ich. UGV-1 : ich weiß bloß nicht ob es angekommen ist.,Benno für Lena,4
1296,TL,TL : hast du von der Person ein Foto gemacht und mir geschickt? TL : Fo- UGV-1 : ja Foto gemacht habe ich. UGV-1 : ich weiß bloß nicht ob es angekommen ist.,ich höre Lena,5
1297,UAV,TL : hast du von der Person ein Foto gemacht und mir geschickt? TL : Fo- UGV-1 : ja Foto gemacht habe ich. UGV-1 : ich weiß bloß nicht ob es angekommen ist.,also - die Person müsste hinter dem großen Hochofen auf dem freien Weg sein,2
1298,UAV,TL : hast du von der Person ein Foto gemacht und mir geschickt? UGV-1 : ich weiß bloß nicht ob es angekommen ist. TL : ist das der Mensch der da an einem Pfeiler hockt?,der Akku ist jetzt leer,2
1299,UAV,TL : Fo- UGV-1 : ja Foto gemacht habe ich. UGV-1 : ich weiß bloß nicht ob es angekommen ist. TL : ist das der Mensch der da an einem Pfeiler hockt?,wir müssen jetzt auch landen und warten am Boden auf weitere Anweisungen,2
1300,TL,UGV-1 : ich weiß bloß nicht ob es angekommen ist. TL : ist das der Mensch der da an einem Pfeiler hockt? UAV : also - die Person müsste hinter dem großen Hochofen auf dem freien Weg sein.,ja verstanden,2
1301,TL,UGV-1 : ich weiß bloß nicht ob es angekommen ist. TL : ist das der Mensch der da an einem Pfeiler hockt? UAV : also - die Person müsste hinter dem großen Hochofen auf dem freien Weg sein.,ist das welcher Hochofen ist es der rechte oder der linke von uns aus gesehen?,3
1302,UAV,TL : ist das der Mensch der da an einem Pfeiler hockt? UAV : also - die Person müsste hinter dem großen Hochofen auf dem freien Weg sein. TL : ist das welcher Hochofen ist es der rechte oder der linke von uns aus gesehen?,der eine ist nur das Gerüst und der andere ist voll ich meine den vollen,2
1303,TL,UAV : also - die Person müsste hinter dem großen Hochofen auf dem freien Weg sein. UAV : wir müssen jetzt auch landen und warten am Boden auf weitere Anweisungen. TL : ist das welcher Hochofen ist es der rechte oder der linke von uns aus gesehen?,ist das der der von dir weiter entfernt ist?,3
